region,year,manufacturer,model,fuel,odometer,title_status,transmission,state,lat,long,price_category
east oregon,2012.0,subaru,impreza,gas,91603.0,clean,automatic,or,45.48814,-122.579537,medium
tampa bay area,2014.0,toyota,rav4,gas,65748.0,clean,automatic,fl,27.838871,-82.714995,medium
south jersey,2019.0,lexus,ux,gas,16576.0,clean,,nj,39.938023,-74.971461,high
catskills,1967.0,other,Kaiser Willy,gas,56000.0,clean,manual,ny,42.362,-74.494,low
worcester / central MA,2004.0,ford,f250 super duty 4x4,gas,200000.0,clean,automatic,ma,42.253764,-71.777512,low
southern maryland,2019.0,jeep,wrangler unlimited rubicon,other,9857.0,clean,other,md,38.82,-77.08,high
york,2008.0,chevrolet,cobalt sport,gas,12000.0,clean,manual,pa,39.8881,-76.9931,low
milwaukee,2012.0,jeep,wrangler unlimited,gas,43000.0,clean,manual,wi,42.086963,-87.98852,high
scranton / wilkes-barre,2002.0,jaguar,xk8,gas,78000.0,clean,automatic,pa,41.652388,-75.439682,medium
indianapolis,2009.0,chrysler,town & country lx,gas,179000.0,clean,automatic,in,39.7038,-86.3029,low
chattanooga,2016.0,toyota,tacoma access cab sr5,other,79393.0,clean,other,tn,35.06,-85.25,high
oregon coast,2008.0,toyota,tundra,gas,123385.0,clean,automatic,or,45.382346,-122.605132,high
san luis obispo,2013.0,mitsubishi,outlander sport se,gas,122260.0,clean,automatic,ca,34.6583,-120.4506,low
battle creek,2007.0,ford,edge sel awd,gas,126000.0,clean,automatic,mi,42.333042,-85.154514,low
topeka,2018.0,mitsubishi,eclipse cross,gas,16266.0,clean,automatic,ks,38.990868,-95.233358,high
las vegas,2017.0,cadillac,cts 2.0 luxury sedan 4d,gas,41147.0,clean,other,nv,36.17,-115.12,high
chattanooga,2017.0,kia,sorento,gas,49840.0,clean,automatic,tn,35.060995,-85.192238,medium
kennewick-pasco-richland,2018.0,toyota,camry,gas,27543.0,clean,automatic,wa,47.664705,-117.310362,high
baltimore,2020.0,gmc,yukon slt sport utility 4d,other,21930.0,clean,other,md,39.3,-76.61,high
south florida,2014.0,mercedes-benz,benz cla250,gas,117000.0,clean,automatic,fl,25.985,-80.1407,medium
ann arbor,2008.0,gmc,yukon xl,gas,202503.0,clean,automatic,mi,43.1824,-84.1122,medium
houston,2012.0,bmw,x5,gas,111061.0,clean,automatic,tx,30.008339,-95.438916,medium
bend,2015.0,chevrolet,silverado 3500hd ltz,diesel,95674.0,clean,automatic,or,44.055471,-121.27625,low
visalia-tulare,2017.0,infiniti,qx60 3.5 sport utility,gas,54341.0,clean,automatic,ca,36.4,-119.38,high
des moines,2008.0,ford,escape,gas,151000.0,clean,automatic,ia,41.593,-93.8592,low
tucson,2014.0,dodge,durango sxt,gas,148700.0,clean,automatic,az,32.1483,-110.7781,medium
grand rapids,2011.0,chevrolet,hhr,gas,168894.0,clean,automatic,mi,42.982244,-85.698696,low
tucson,1997.0,toyota,4runner,gas,280000.0,clean,automatic,az,32.3112,-110.9179,low
rochester,2017.0,chevrolet,trax lt sport utility,gas,33228.0,clean,other,ny,43.16,-77.61,medium
mobile,1997.0,gmc,sierra,gas,0.0,clean,automatic,al,30.663,-88.0556,low
greensboro,1988.0,bmw,325is,gas,268500.0,clean,manual,nc,36.2127,-79.9897,high
rochester,2012.0,ram,pickup 1500,gas,127773.0,clean,automatic,ny,43.2267,-77.32547,medium
bemidji,2019.0,jeep,compass,gas,19782.0,clean,automatic,mn,46.590185,-95.57469,high
detroit metro,2010.0,other,Maserati GranTurismo Coupe 2D,other,42318.0,clean,other,mi,42.22,-83.36,high
oklahoma city,2020.0,jeep,wrangler sport s utility 2d,other,131.0,clean,other,ok,35.46,-97.51,high
scranton / wilkes-barre,2012.0,chevrolet,corvette grand sport,gas,45961.0,clean,other,pa,41.4,-75.66,high
memphis,2018.0,ford,e-series cutaway,gas,16535.0,clean,automatic,tn,40.468785,-74.281707,high
pittsburgh,2001.0,chevrolet,corvette,gas,92000.0,clean,automatic,pa,40.7808,-80.0592,medium
north mississippi,2017.0,dodge,grand caravan sxt,gas,89704.0,clean,automatic,ms,34.70126,-89.811001,medium
springfield,2004.0,toyota,highlander sport,gas,157000.0,clean,automatic,il,39.7622,-89.6275,low
lehigh valley,2008.0,subaru,outback 2.5i awdwagon,gas,214415.0,,automatic,pa,40.617325,-75.441437,low
richmond,2020.0,acura,mdx sh-awd sport utility,gas,2835.0,clean,other,in,39.82,-84.88,high
vermont,2018.0,ram,1500 express quad cab,gas,25409.0,clean,automatic,vt,43.9919,-73.1716,high
hickory / lenoir,2016.0,ford,f150 regular cab xl pickup,gas,14230.0,clean,other,nc,35.73,-81.32,high
milwaukee,2001.0,hyundai,sonata,gas,1.0,clean,automatic,wi,42.348459,-87.885401,low
greenville / upstate,2008.0,lexus,is 250 base,gas,179000.0,clean,automatic,sc,34.8278,-82.3807,low
dallas / fort worth,2020.0,toyota,sienna xle,gas,20.0,,automatic,tx,32.899513,-96.577046,high
houston,2015.0,ford,f-250 super duty,other,89260.0,clean,automatic,tx,29.89036,-95.392527,high
moses lake,2017.0,ford,f-250,diesel,38492.0,clean,automatic,wa,46.9996,-120.5163,high
lubbock,2014.0,dodge,charger,gas,172261.0,clean,automatic,tx,33.561881,-101.856445,low
palm springs,2012.0,bmw,328i,gas,74000.0,clean,automatic,ca,33.743904,-116.359028,medium
oklahoma city,2011.0,mercedes-benz,glk,gas,135668.0,clean,automatic,ok,35.511257,-97.592418,low
greenville / upstate,2016.0,jeep,,gas,103600.0,salvage,automatic,sc,34.971674,-82.01289,low
orlando,2005.0,nissan,altima se,gas,160000.0,clean,automatic,fl,28.5383,-81.3792,low
cumberland valley,2016.0,chevrolet,camaro ss coupe 2d,gas,9704.0,clean,other,md,39.82,-78.72,high
corvallis/albany,1999.0,ram,,diesel,163804.0,clean,manual,or,45.382346,-122.605132,high
dallas / fort worth,2008.0,lexus,rx350 navigation,gas,162711.0,clean,automatic,tx,32.906234,-96.698652,low
flint,1992.0,pontiac,firebird,gas,114000.0,clean,manual,mi,42.7851,-83.7294,medium
western massachusetts,2005.0,chrysler,pt cruiser,gas,81214.0,clean,automatic,ma,42.6344,-71.2983,low
pittsburgh,2007.0,chevrolet,impala lt,gas,140000.0,clean,automatic,pa,41.404221,-80.391576,low
central NJ,2009.0,honda,accord lx,gas,240000.0,clean,automatic,nj,40.4226,-74.1799,low
bellingham,2006.0,ford,f-350 xlt,gas,175000.0,clean,automatic,wa,48.6952,-122.4124,low
western massachusetts,2019.0,subaru,legacy 2.5i premium,gas,17099.0,rebuilt,automatic,ma,42.1487,-72.6079,medium
phoenix,2007.0,other,JM1BK32F871604924,gas,191385.0,clean,automatic,az,33.631594,-111.923234,low
new hampshire,2013.0,hyundai,tucson,gas,91258.0,clean,automatic,nh,42.914352,-71.389906,low
los angeles,2018.0,ford,mustang gt premium coupe 2d,gas,22213.0,clean,other,ca,33.75,-118.2,high
gainesville,,other,500,gas,28689.0,clean,automatic,fl,29.676827,-82.319202,high
oregon coast,1959.0,jeep,,gas,7811.0,clean,manual,or,43.702373,-124.102632,low
billings,2005.0,other,"GMC, Ford, Freightliner & More",diesel,161087.0,clean,automatic,mt,39.8671,-104.9227,medium
st cloud,2009.0,chevrolet,impala 1lt,gas,145321.0,salvage,automatic,mn,45.924856,-94.346144,low
billings,,other,a Sienna,gas,34294.0,clean,automatic,mt,39.674406,-104.998604,high
eastern CT,2003.0,ford,ranger xlt,gas,255000.0,clean,automatic,ct,41.526289,-72.098036,low
omaha / council bluffs,2008.0,jeep,liberty,gas,98214.0,clean,automatic,ia,41.424186,-96.499908,low
north jersey,2002.0,jeep,grand cherokee,gas,136755.0,clean,automatic,nj,40.777547,-74.18825,low
cincinnati,1988.0,chevrolet,camaro,gas,49288.0,clean,automatic,oh,33.6372,-96.6184,medium
fayetteville,2014.0,nissan,altima,gas,139000.0,salvage,automatic,nc,34.7599,-79.4673,low
sheboygan,2012.0,nissan,rogue,gas,87241.0,clean,automatic,wi,44.07818,-87.6968,medium
chico,2008.0,ford,mustang gt premium,gas,87500.0,clean,manual,ca,39.738072,-121.845245,medium
western massachusetts,2016.0,bmw,4 series 428i xdrive gran,other,19021.0,clean,automatic,ma,42.11,-72.53,high
st augustine,2006.0,ford,f650 dump bed,diesel,64327.0,clean,automatic,fl,29.172211,-81.027324,high
maine,2008.0,other,international 4300,diesel,124080.0,clean,automatic,me,42.0794,-71.04,low
greensboro,2016.0,mercedes-benz,c-class,gas,52776.0,clean,automatic,nc,,,medium
minneapolis / st paul,2009.0,saturn,sky roadster 2d,gas,11327.0,clean,other,mn,44.98,-93.56,medium
toledo,2006.0,jeep,liberty sport,gas,153200.0,clean,automatic,oh,41.542877,-83.585045,low
ashtabula,2020.0,infiniti,qx60 luxe sport utility,gas,6500.0,clean,automatic,oh,41.87,-80.79,high
el paso,2016.0,nissan,sentra,gas,88000.0,clean,automatic,tx,31.7814,-106.3613,medium
hudson valley,1999.0,porsche,911 c4,gas,10070.0,clean,manual,ny,41.927,-73.889,high
knoxville,2013.0,audi,a8 quattro,gas,180000.0,clean,automatic,tn,35.9924,-84.1201,low
kennewick-pasco-richland,2021.0,mitsubishi,outlander sport,gas,10.0,clean,automatic,wa,46.213805,-119.161041,high
eugene,2000.0,toyota,4runner sr5,gas,224687.0,clean,automatic,or,44.0467,-123.0204,low
columbus,2018.0,chevrolet,silverado 2500 hd,other,3749.0,clean,other,ga,32.51,-84.87,high
athens,2017.0,jeep,wrangler sport s utility 2d,gas,891.0,clean,other,ga,33.95,-83.39,high
dothan,2019.0,ram,1500 classic slt 4wd,gas,39364.0,clean,automatic,al,29.802268,-82.530384,high
bend,2015.0,chevrolet,silverado 1500,gas,139206.0,clean,automatic,or,44.055524,-121.26973,high
atlanta,2018.0,audi,s4 prestige sedan 4d,other,33824.0,clean,other,ga,33.86,-84.42,high
new river valley,2016.0,kia,forte koup ex coupe 2d,gas,17631.0,clean,other,va,37.12,-80.55,medium
bellingham,2015.0,toyota,4runner,gas,87307.0,clean,automatic,wa,47.1991,-122.3151,high
oregon coast,2014.0,ford,escape,gas,90554.0,clean,automatic,or,43.390723,-124.263982,medium
milwaukee,2012.0,mitsubishi,fuso fec52s,diesel,163642.0,clean,other,wi,42.3542,-87.8651,medium
austin,2017.0,toyota,tacoma,gas,82066.0,salvage,automatic,tx,25.827103,-80.24152,high
fargo / moorhead,2019.0,audi,s4,gas,24534.0,clean,automatic,mn,46.7932,-96.8397,high
"washington, DC",2005.0,mitsubishi,endeavor limited awd,gas,125000.0,clean,automatic,dc,38.8565,-77.0592,low
youngstown,2012.0,jeep,liberty sport,gas,243000.0,clean,automatic,oh,41.089134,-80.704291,low
rochester,2008.0,toyota,tacoma,gas,134060.0,clean,other,ny,43.223552,-77.372473,medium
fredericksburg,2010.0,ford,explorer,gas,145500.0,clean,automatic,va,38.270806,-77.495036,low
detroit metro,2020.0,cadillac,xt4 sport suv 4d,diesel,4174.0,clean,other,mi,42.22,-83.36,high
santa maria,2014.0,toyota,tundra double cab sr,other,15242.0,clean,other,ca,33.779214,-84.411811,high
sioux city,2002.0,chevrolet,silverado z71,gas,233000.0,clean,automatic,ia,42.4671,-96.3528,low
ocala,2001.0,other,isuzu rodeo ls,gas,255100.0,clean,automatic,fl,28.9822,-81.9888,low
annapolis,1968.0,chevrolet,,gas,10.0,clean,automatic,md,38.9797,-76.7435,medium
long island,2011.0,honda,pilot ex,gas,93600.0,clean,automatic,ny,40.739401,-73.206711,medium
fort smith,2016.0,ram,1500,gas,126900.0,clean,automatic,ar,34.5814,-94.221,high
el paso,2012.0,acura,tsx sedan 4d,gas,36309.0,clean,other,tx,31.84,-106.43,medium
columbus,2017.0,buick,regal premium ii sedan 4d,gas,14934.0,clean,other,oh,39.98,-82.98,medium
prescott,2018.0,lexus,rx 350l sport utility 4d,gas,30020.0,clean,other,az,34.62,-112.42,high
harrisburg,2011.0,subaru,forester,gas,99000.0,clean,manual,pa,40.2151,-76.8689,low
los angeles,2002.0,volkswagen,jetta gls,gas,92600.0,clean,automatic,ca,34.029,-118.4005,low
panama city,2014.0,honda,pilot ex-l,gas,138874.0,clean,automatic,fl,30.174916,-85.624915,medium
hartford,2004.0,honda,odyssey,gas,100000.0,clean,automatic,ct,42.4291,-71.0605,low
greensboro,2017.0,chevrolet,silverado 1500 regular,gas,40784.0,clean,other,nc,36.07,-79.82,high
denver,2005.0,toyota,tacoma,gas,237841.0,clean,manual,co,39.671,-104.9279,medium
reading,2016.0,other,Scion iM Hatchback 4D,gas,32573.0,clean,other,pa,40.33,-75.92,medium
rockford,2021.0,jeep,grand cherokee,gas,11.0,clean,automatic,il,42.2711,-89.094,low
madison,1998.0,other,Buicks,gas,108000.0,clean,automatic,wi,43.1205,-89.3523,low
fayetteville,2007.0,toyota,camry solara,gas,156872.0,clean,automatic,nc,35.58096,-78.81976,low
chico,2011.0,hyundai,genesis,gas,125943.0,clean,automatic,ca,38.611926,-121.423565,medium
lansing,2009.0,pontiac,g6,gas,155320.0,clean,automatic,mi,43.1824,-84.1122,low
sarasota-bradenton,2009.0,dodge,grand caravan,gas,93000.0,clean,automatic,fl,27.08745,-82.43085,low
vermont,2015.0,other,MERDECES BENZ GLK350,gas,59551.0,clean,automatic,vt,44.439495,-73.210154,high
gainesville,2013.0,jeep,wrangler unlimited sport,gas,46469.0,clean,other,fl,29.67,-82.33,high
wichita falls,2013.0,bmw,1 series 135i coupe 2d,gas,83600.0,clean,other,tx,33.89,-98.51,medium
eugene,2018.0,acura,mdx,gas,37810.0,clean,automatic,or,44.05278,-123.128308,high
chillicothe,1991.0,gmc,c5500 topkick,gas,200000.0,clean,manual,oh,39.278117,-84.019415,medium
grand rapids,2010.0,ford,f150,gas,188000.0,clean,automatic,mi,42.851055,-83.45119,medium
lubbock,2013.0,ram,2500,diesel,200169.0,clean,automatic,tx,30.649549,-97.866726,high
toledo,2000.0,ford,f350,diesel,283466.0,clean,automatic,oh,42.8409,-83.4288,low
asheville,2016.0,kia,soul wagon 4d,gas,23972.0,clean,other,nc,35.57,-82.54,medium
bloomington-normal,2004.0,mercedes-benz,clk,gas,102514.0,clean,automatic,il,40.460978,-89.006561,medium
hudson valley,2015.0,chevrolet,silverado 1500 double,other,43874.0,clean,other,ny,41.93,-73.99,high
lewiston / clarkston,2018.0,toyota,tundra double cab,gas,71767.0,clean,automatic,id,46.206891,-116.896288,high
wenatchee,2020.0,ram,1500 classic warlock,gas,2141.0,clean,automatic,wa,46.234838,-119.128015,high
brainerd,2017.0,chevrolet,traverse,gas,51665.0,clean,automatic,mn,46.590185,-95.57469,medium
"kansas city, MO",2020.0,mini,hardtop 4 door cooper,gas,9495.0,clean,other,ks,39.09,-94.58,high
inland empire,2013.0,honda,civic si,gas,72000.0,clean,manual,ca,33.788216,-117.833248,medium
louisville,2006.0,chevrolet,express cargo van,gas,73360.0,clean,automatic,ky,40.468785,-74.281707,high
florence / muscle shoals,2012.0,jeep,wrangler,gas,113761.0,clean,automatic,al,34.79953,-87.206061,high
charlotte,2002.0,honda,civic lx sedan,gas,189122.0,clean,automatic,nc,35.456477,-80.618076,low
western KY,2016.0,jeep,wrangler rubicon sport,gas,59322.0,clean,other,ky,36.97,-86.44,high
charlotte,2016.0,ram,1500,gas,95674.0,clean,automatic,nc,35.589154,-80.832039,medium
houston,2007.0,ford,f-150,gas,95000.0,clean,automatic,tx,29.790686,-95.404602,low
rhode island,2017.0,audi,a8 l 3.0t sedan 4d,gas,65265.0,clean,automatic,ri,41.82,-71.41,high
harrisburg,2011.0,other,freightliner cascadia,diesel,283466.0,clean,manual,pa,40.195,-77.1117,medium
olympic peninsula,2019.0,kia,sportage,gas,46612.0,clean,automatic,wa,47.81247,-122.32164,medium
western slope,2017.0,ford,f-350 super duty lariat crew 8ft lb 6.7 liter,other,65120.0,clean,automatic,co,33.3917,-111.9249,high
eugene,2012.0,dodge,journey sxt,gas,135283.0,clean,automatic,or,44.045127,-123.043674,medium
western massachusetts,2015.0,ford,f-150,gas,100003.0,clean,automatic,ma,42.788204,-71.233728,high
new hampshire,2018.0,ford,escape,gas,54159.0,clean,automatic,nh,42.7564,-71.4667,medium
myrtle beach,1999.0,chevrolet,tahoe,gas,195000.0,clean,automatic,sc,33.5507,-79.0528,medium
flagstaff / sedona,2020.0,chevrolet,trax lt,gas,5507.0,clean,automatic,az,35.189958,-111.666438,high
detroit metro,2019.0,volkswagen,golf sportwagen tsi s,other,33653.0,clean,other,mi,42.22,-83.36,medium
north mississippi,2019.0,honda,accord,gas,33000.0,rebuilt,automatic,ms,34.9527,-88.9053,medium
columbus,2016.0,dodge,challenger r/t scat pack,gas,12193.0,clean,other,ga,32.51,-84.87,high
yakima,2012.0,chevrolet,silverado 1500,gas,104836.0,clean,automatic,wa,46.55319,-120.47568,high
myrtle beach,1931.0,chevrolet,,gas,26954.0,clean,manual,sc,34.0558,-78.9161,medium
denver,2017.0,ram,1500 laramie longhorn*leath,gas,34619.0,clean,automatic,co,39.675975,-105.008636,high
hudson valley,2006.0,dodge,dakota slt,gas,106108.0,clean,automatic,ny,41.7035,-73.9117,low
gold country,2017.0,ford,transit 350 wagon,gas,27240.0,clean,automatic,ca,38.660046,-121.166899,high
orange county,1995.0,chevrolet,camaro,gas,56000.0,clean,manual,ca,34.0397,-117.1804,high
visalia-tulare,2008.0,mercedes-benz,benz c300,gas,160423.0,clean,automatic,ca,36.3114,-119.3065,low
orange county,2020.0,nissan,leaf sv hatchback 4d,gas,3836.0,clean,other,ca,33.74,-117.82,high
fayetteville,2013.0,jeep,wrangler,gas,136875.0,clean,automatic,nc,33.972555,-78.031209,high
pensacola,2017.0,hyundai,elantra,gas,43333.0,clean,automatic,fl,30.468691,-87.25386,medium
cleveland,2009.0,dodge,challenger,gas,74781.0,clean,automatic,oh,41.038965,-81.575742,high
fredericksburg,2012.0,dodge,durango,gas,116411.0,clean,automatic,va,38.25295,-77.50261,medium
jacksonville,2006.0,chrysler,crossfire coupe,gas,94500.0,clean,manual,fl,30.3417,-81.6729,low
macon / warner robins,1998.0,other,DODGE1500,gas,238000.0,clean,automatic,ga,33.3449,-84.0982,low
finger lakes,2010.0,subaru,outback,gas,1.0,clean,automatic,ny,43.007921,-76.513596,low
new haven,2007.0,volvo,s40 2.4i,gas,154273.0,clean,automatic,ct,41.3323,-72.7809,low
altoona-johnstown,2019.0,infiniti,qx60 pure sport utility,other,32042.0,clean,other,pa,40.5,-78.4,high
sioux falls / SE SD,2014.0,jeep,grand cherokee,gas,151031.0,clean,automatic,sd,43.54342,-96.755714,medium
bakersfield,2015.0,lexus,dealer* luxury pkg* rear dvd* preffered pkg*mark levinson*2-keys*like new,gas,72249.0,clean,automatic,ca,45.5472,-122.5001,high
anchorage / mat-su,2017.0,bmw,330i,gas,32792.0,clean,automatic,ak,61.16167,-149.86312,high
fort collins / north CO,2015.0,toyota,corolla le sedan 4d,gas,34680.0,clean,automatic,co,40.55,-105.06,medium
yakima,2012.0,ford,f-150,gas,103458.0,clean,automatic,wa,45.876983,-119.293925,high
colorado springs,2012.0,ram,2500 crew cab,diesel,250000.0,clean,automatic,co,39.058526,-104.85853,medium
ft myers / SW florida,2013.0,cadillac,srx,gas,120231.0,rebuilt,automatic,fl,26.9379,-82.2388,medium
peoria,2019.0,ford,ranger supercrew xlt pickup,gas,13628.0,clean,other,il,40.74,-89.6,high
college station,2005.0,chevrolet,silverado 1500,gas,161200.0,clean,automatic,tx,30.6045,-96.3123,low
detroit metro,1992.0,mazda,b2600i 4x4,gas,111000.0,clean,manual,mi,42.5424,-83.3793,low
detroit metro,2017.0,volkswagen,beetle 1.8t s,gas,25248.0,clean,other,mi,42.58,-82.81,medium
austin,2015.0,chevrolet,silverado 1500,gas,91406.0,clean,automatic,tx,30.402667,-97.761037,high
modesto,2007.0,chrysler,300,gas,145000.0,clean,automatic,ca,37.4888,-120.8535,low
rhode island,2002.0,chrysler,voyager,gas,135000.0,clean,automatic,ri,41.4353,-71.4616,low
anchorage / mat-su,2019.0,nissan,pathfinder,gas,20676.0,clean,automatic,ak,61.16167,-149.86312,high
redding,2015.0,mercedes-benz,gl 350 bluetec local trade*80k msrp*prem pkg*lighting pkg*pano roof* appearance pkg* brown black leather* dvd* tow pkg,diesel,80603.0,clean,automatic,ca,45.5472,-122.5001,high
portland,2007.0,mazda,mazda3,gas,201862.0,clean,automatic,or,45.461782,-122.579677,low
boston,2014.0,nissan,murano s awd,gas,79691.0,clean,automatic,ma,42.3492,-71.2267,medium
bakersfield,2013.0,ford,fiesta se,gas,130000.0,clean,automatic,ca,33.9871,-118.3321,low
yakima,2021.0,chevrolet,blazer,gas,1.0,clean,automatic,wa,46.9996,-120.5163,high
ann arbor,2018.0,ford,mustang ecoboost coupe 2d,gas,24957.0,clean,automatic,mi,42.27,-83.73,high
harrisonburg,2010.0,chevrolet,corvette convertible,gas,31879.0,clean,other,va,38.43,-78.87,high
tri-cities,2018.0,mitsubishi,outlander phev sel,other,25384.0,clean,other,tn,36.53,-82.32,high
SF bay area,2011.0,other,x1 x2 x4 x5 x6 x7 135i x3,gas,133000.0,clean,automatic,ca,37.5507,-122.3276,low
hartford,2011.0,chevrolet,avalanche,other,149118.0,clean,automatic,ct,40.894535,-74.152367,medium
mohave county,2017.0,porsche,"macan s 67k msrp* premium package plus* gloss black window trim*roof rails in black* 20"" rs spyder wheels* navigation* heated and ventilated seats*tinted windows",gas,44141.0,clean,automatic,az,45.5472,-122.5001,high
new hampshire,2020.0,jeep,gladiator,gas,8840.0,clean,automatic,nh,42.788204,-71.233728,high
greenville / upstate,2004.0,chevrolet,avalanche z71 4x4,gas,160000.0,clean,automatic,sc,34.8661,-82.3198,low
columbus,2016.0,gmc,sierra 2500 hd double cab,gas,23190.0,clean,other,oh,39.98,-82.98,high
fresno / madera,2018.0,ford,transit cargo,gas,25811.0,clean,automatic,ca,36.533226,-119.576488,high
"kansas city, MO",2004.0,toyota,tacoma,gas,220000.0,clean,manual,ks,39.0417,-94.7202,low
north jersey,2008.0,toyota,camry se 4dr sedan 5a,gas,120495.0,clean,automatic,nj,40.89333,-74.164125,low
wilmington,2018.0,chrysler,300 limited sedan 4d,gas,71021.0,clean,other,nc,34.21,-77.91,medium
akron / canton,2006.0,chevrolet,corvette,gas,25000.0,clean,automatic,oh,40.4845,-81.4358,high
milwaukee,2010.0,ford,focus,gas,134302.0,clean,automatic,wi,42.577681,-87.820774,low
greenville / upstate,2006.0,toyota,sienna,gas,209583.0,clean,automatic,sc,34.952829,-80.998136,low
dallas / fort worth,2010.0,chrysler,town & country touring,gas,122162.0,clean,automatic,tx,32.802,-96.96,low
SF bay area,2008.0,honda,accord lx,gas,108672.0,clean,automatic,ca,37.3855,-122.088,low
raleigh / durham / CH,1964.0,chevrolet,malibu,gas,89765.0,clean,automatic,nc,35.9815,-78.5392,high
dallas / fort worth,2008.0,gmc,envoy,gas,215000.0,clean,automatic,tx,32.628062,-97.387657,low
reno / tahoe,2008.0,jeep,wrangler,gas,191421.0,clean,automatic,ca,39.1507,-119.7459,medium
montgomery,2004.0,infiniti,g35,gas,150000.0,clean,automatic,al,32.3597,-86.2954,low
lexington,1987.0,chevrolet,silverado,gas,48500.0,clean,automatic,ky,37.7546,-84.2955,medium
colorado springs,2013.0,ford,edge,gas,181700.0,clean,automatic,co,39.380709,-104.866236,low
merced,1972.0,chevrolet,c60,gas,283466.0,clean,manual,ca,37.3763,-120.7252,low
modesto,2011.0,ford,f350 super duty,gas,22543.0,clean,automatic,ca,37.765104,-120.850714,high
stockton,1975.0,volkswagen,beetle,gas,79400.0,clean,manual,ca,38.0575,-121.3097,low
eastern kentucky,2018.0,ford,f-150,gas,21260.0,salvage,automatic,ky,25.827103,-80.24152,high
ft myers / SW florida,2012.0,fiat,500,gas,63000.0,clean,automatic,fl,26.087406,-81.678646,medium
yuma,2015.0,ford,f-250 super duty xlt,other,107971.0,clean,automatic,az,33.396353,-111.954863,high
del rio / eagle pass,2013.0,gmc,sierra 1500,gas,115500.0,clean,automatic,tx,29.359187,-98.56836,medium
stockton,2022.0,toyota,mighty max,gas,180000.0,clean,automatic,ca,37.7383,-121.4345,low
bakersfield,2010.0,bmw,328i,gas,85980.0,clean,automatic,ca,34.183005,-118.370312,low
kalamazoo,2018.0,chevrolet,colorado crew cab work,gas,11401.0,clean,other,mi,42.27,-85.58,high
kenosha-racine,2008.0,chrysler,town and country,gas,126166.0,clean,automatic,wi,42.57992,-87.820874,low
albany,2020.0,acura,mdx sh-awd sport utility,gas,1237.0,clean,other,ga,31.57,-84.17,high
kennewick-pasco-richland,2014.0,bmw,328d,diesel,71000.0,clean,automatic,wa,46.3153,-119.3714,medium
philadelphia,2008.0,nissan,altima,gas,134923.0,clean,automatic,pa,39.937155,-75.088194,low
amarillo,2007.0,other,HUMMER H2,gas,153607.0,clean,automatic,tx,35.203066,-101.895003,medium
helena,2009.0,toyota,matrix,gas,142868.0,clean,automatic,mt,45.7629,-108.539,low
toledo,2010.0,ford,f150,gas,79000.0,clean,automatic,oh,42.8409,-83.4288,medium
detroit metro,2017.0,cadillac,escalade,other,64226.0,clean,automatic,mi,42.4261,-83.1951,low
south florida,2014.0,hyundai,veloster,gas,67622.0,clean,automatic,fl,27.633,-80.4031,medium
las vegas,2012.0,ford,fiesta ses,gas,,clean,manual,nv,36.2589,-115.1718,low
myrtle beach,2017.0,ford,transit,gas,71943.0,clean,automatic,sc,33.771328,-79.019358,high
lansing,2008.0,gmc,acadia,gas,169118.0,clean,automatic,mi,43.1824,-84.1122,low
pensacola,2017.0,chevrolet,tahoe,gas,18288.0,clean,automatic,fl,30.4481,-87.2589,high
worcester / central MA,2016.0,nissan,frontier,gas,50287.0,clean,automatic,ma,42.074303,-71.868973,medium
greenville / upstate,2012.0,subaru,impreza hatchback,gas,45500.0,salvage,automatic,sc,34.9803,-81.9168,low
wichita falls,2020.0,chevrolet,tahoe,gas,55678.0,clean,automatic,tx,35.199,-97.4841,high
logan,2011.0,chevrolet,impala,gas,139000.0,clean,automatic,ut,39.5372,-82.4126,low
new orleans,2014.0,gmc,yukon,gas,115085.0,clean,automatic,la,30.002045,-90.137921,medium
catskills,1992.0,honda,civic dx,gas,50601.0,clean,automatic,ny,42.1852,-74.6178,low
new hampshire,2010.0,lexus,rx,gas,155731.0,clean,automatic,nh,42.914352,-71.389906,medium
vermont,2017.0,toyota,rav4 xle,gas,43412.0,clean,automatic,vt,43.512431,-71.495826,medium
milwaukee,2010.0,chevrolet,silverado 1500,gas,283466.0,clean,automatic,wi,42.676573,-88.2816,low
columbus,2003.0,saturn,l300,gas,114736.0,clean,automatic,oh,39.9046,-82.9703,low
cincinnati,2016.0,chevrolet,silverado 1500 double,gas,29499.0,clean,other,oh,39.09,-84.51,high
los angeles,2019.0,audi,q5 premium plus,gas,16355.0,clean,automatic,ca,33.526981,-117.714841,high
colorado springs,2010.0,ford,focus,gas,92000.0,clean,automatic,co,38.8752,-104.8252,low
orlando,2002.0,audi,tt,gas,131500.0,clean,manual,fl,28.708517,-81.325937,low
milwaukee,2019.0,acura,mdx sh-awd w/technology,gas,8919.0,clean,other,wi,43.06,-87.96,high
louisville,2008.0,ford,f350 xl,gas,59000.0,clean,automatic,ky,42.117784,-88.436268,medium
portland,2007.0,honda,civic,gas,157496.0,clean,automatic,or,45.4373,-122.6147,low
"st louis, MO",2020.0,kia,telluride lx sport utility,other,22524.0,clean,other,il,38.63,-90.24,high
charleston,2016.0,jeep,cherokee,gas,81952.0,clean,automatic,wv,40.833834,-81.338867,medium
tampa bay area,2015.0,volkswagen,passat,gas,125000.0,clean,automatic,fl,28.1385,-82.743,low
